alias,char_id,updated_at,internal,card_type
異邦の使いマシュー,3384,1708734637045,1,character
seal of the serpent-bearer,5114,1698776037090,1,material
christmas present (green),1241,1704246528915,1,material
colorful balloons,1241,1704246528939,1,material
へびつかいの刻印,5114,1698776037095,1,material
sabik,5114,1698776037092,1,character
romance hunter rulue,4374,1703925434074,1,character
スーリ,2084,1705651565775,1,character
ヤン,2059,1702008060916,1,character
steam city serilly,2365,1700056012952,1,character
蒸気都市のセリリ,2365,1700056012952,1,character
yang/materials,2059,1702008060914,1,material
magic user's tea cup (green),3227,1703633193856,1,material
青い海賊の指輪,2059,1702008060923,1,material
blue pirate ring,2059,1702008060888,1,material
remy/materials,3033,1702182722825,1,material
青い宝の地図,2059,1702008060833,1,material
blue treasure map,2059,1702008060825,1,material
yang,2059,1702008060910,1,character
魔導茶碗(緑),3227,1703633193858,1,material
magic user's tea cup (blue),3227,1703633193781,1,material
お茶会のアコール先生,3227,1703633193827,1,character
魔導茶碗(青),3227,1703633193804,1,material
tea gathering ms. accord,3227,1703633193826,1,character
わらいネコ,5050,1710962333624,1,character
tea gathering ms. accord/materials,3227,1703633193872,1,material
grinning cat,5050,1710962333623,1,character
クリスマスプレゼント(緑),1241,1704246528921,1,material
カラフルな風船,1241,1704246528943,1,material
santa draco/materials,1241,1704246528942,1,material
クリスマスプレゼント(赤),1241,1704246528942,1,material
christmas present (red),1241,1704246528937,1,material
サンタドラコ,1241,1704246528959,1,character
sans' santa hat,1313,1704255530896,1,material
サンスのサンタハット,1313,1704255530912,1,material
旅の魔法使いまぐろ,2210,1706441871823,1,character
seiryu,2092,1704549623181,1,character
orihime inoue,3259,1708881092550,1,character
すわん,2007,1710178570331,1,character
yu & rei ver. nezumi otoko,2368,1641100397389,1,character
ユウ&レイ ver.ねずみ男,2368,1641100397393,1,character
bkikimora,1226,1641242245282,,character
ユキマル,2040,1641100397504,1,character
yusuke kitagawa,2279,1641100397536,1,character
喜多川祐介,2279,1641100397540,1,character
6th angel/green,3272,1641100397561,1,character
cindy,3147,1641100399286,1,character
donguri gaeru (fever),3188,1641100399645,1,character
ドラコ ver.ぷよクロ,3214,1641100399661,1,character
ドレール,3138,1641100399600,1,character
mysterious veil,3335,1641100397652,1,material
yamata no genbu/materials,3335,1641100397656,1,material
フシギな薄布,3335,1641100397660,1,material
yamata no genbu,3335,1641100407714,1,character
ヤマタノゲンブ,3335,1641100397673,1,character
sage of verity dalida,3291,1649736260293,1,character
真理の賢者ダリダ,3291,1649736260294,1,character
りすくま ver.次元,3303,1656717836242,1,character
cure mint,3405,1678505092988,1,character
crusch karsten,3414,1656514433615,1,character
risukuma ver. jigen,3303,1656717836241,1,character
daisuke jigen,3302,1641100398086,1,character
次元大介,3302,1641100398090,1,character
dark pitcher satan,3321,1641100398832,1,character
doremi amitie,1339,1641242244988,,character
ally ver. puyochron,3219,1641100398987,1,character
アリィ ver.ぷよテト2,3379,1641100399003,1,character
raffina ver. karasuno high,5349,1641100397906,1,character
ラフィーナ ver.烏野高校,5349,1641100397910,1,character
blue sky sig,2257,1641100398573,1,character
medal of the scales,1112,1641100397950,1,material
てんびんのメダル,1112,1641100397958,1,material
delair,3138,1641100399596,1,character
draco ver. puyotet2,3376,1641100400142,1,character
draco ver. puyochron,3214,1641100399657,1,character
altered lidelle,3317,1641100398363,1,character
かわったリデル,3317,1641100398371,1,character
かわったサタン,3317,1641100398384,1,character
アリィ ver.ぷよクロ,3219,1641100398991,1,character
ally ver. puyotet2,3379,1641100398999,1,character
アリィ ver.天宮さくら,3331,1641100399014,1,character
ally ver. sakura amamiya,3331,1641100399010,1,character
aoi hayakawa,3318,1641100399047,1,character
あおぞらのシグ,2257,1641100398577,1,character
シンディ,3147,1641100399289,1,character
どんぐりガエル (フィーバー),3188,1641100399649,1,character
altered satan,3317,1641100399514,1,character
早川あおい,3318,1641100399051,1,character
あるきやすいげた,2034,1710603500436,1,material
セーラーネプチューン,3353,1680117738399,1,character
エイシュウ,2077,1707555729144,1,character
dachoucho,3007,1710179170557,1,character
yamato,3093,1694817984836,1,character
donguri gaeru,3009,1686574871729,1,character
きになるバーテブラ,3352,1710603500026,1,character
コスタ,3031,1710431872288,1,character
easy-walking geta,2034,1710603500434,1,material
ゆかたのシグ,2034,1710603500431,1,character
てんとうむし,2034,1710603500397,1,material
yukata sig/materials,2034,1710603500435,1,material
ladybug,2034,1710603500395,1,material
ロマンハンタールルー,4374,1703925434075,1,character
mysterious herb,3127,1711130352765,1,material
どんぐりガエル,3009,1686574871729,1,character
きになるシンバル,3352,1710603500068,1,material
green treasure map,3059,1702344156413,1,material
carrie/materials,3059,1702344156428,1,material
ヤマト,3093,1694817984837,1,character
sabik/materials,5114,1698776037101,1,material
sandra,3139,1691869909808,1,character
roco,3026,1710186375159,1,character
サビク,5114,1698776037095,1,character
ryatafu,3257,1705137887032,1,character
リャタフー,3257,1705137887034,1,character
キャリー,3059,1702344156466,1,character
carrie,3059,1702344156464,1,character
yue (cardcaptor sakura),2370,1705842390488,1,character
月,2370,1705842390489,1,character
ロコ ver. 聖夜,3074,1703060073078,1,character
roco ver. holy night,3074,1703060073076,1,character
rukbat,4112,1703081085527,1,character
かぶとむし,2034,1710603500389,1,material
不思議な香草,3127,1711130352769,1,material
glowing bracelet,3127,1711130352784,1,material
costa,3031,1710431872278,1,character
costa ver. hw,3088,1707437510098,1,character
rhino beetle,2034,1710603500383,1,material
intreesting cymbal,3352,1710603500066,1,material
ロコ,3026,1710186375169,1,character
buche de vartebra/materials,3352,1710603500067,1,material
ホワイトデーギフティ,2228,1709753724485,1,character
yulie,2052,1710191178617,1,character
ユーリー,2052,1710191178622,1,character
akhdar,3068,1710445677491,1,character
アクダル,3068,1710445677492,1,character
ドラコ ver.ぷよテト2,3376,1641100400146,1,character
ecolo ver. enma daiou/green,3369,1641100399693,1,character
hachune miku/purple,5253,1641100398560,1,character
coffee shop ringo,3204,1641100399357,1,character
喫茶店のりんご,3204,1641100399361,1,character
choromatsu,3245,1641100398710,1,character
チョロ松,3245,1641100398715,1,character
ダークピッチャーサタン,3321,1641100398836,1,character
ecolo doll,3317,1641100398923,1,material
altered satan/materials,3317,1641100398927,1,material
エコロの人形,3317,1641100398931,1,material
キュアミント,3405,1678505092991,1,character
クルシュ・カルステン,3414,1656514433615,1,character
draco ver. puyoeva,3269,1663350208723,1,character
ドラコ ver.ぷよエヴァ,3269,1663350208724,1,character
dark arle ver. izu,3426,1658479640008,1,character
ダークアルル ver.イズ,3426,1658479640009,1,character
dekabot/green,3183,1666695266046,1,character
barosso,3141,1669255609872,1,character
バロッソ,3141,1669255609873,1,character
akio yabe,3319,1673569046938,1,character
矢部明雄,3319,1673569046939,1,character
arale-chan & gatchan,5306,1641100398935,1,character
アラレちゃん&ガッちゃん,5306,1641100398943,1,character
rappin,5157,1641100427758,1,character
beetroot paprisu,184423L,1641100399094,1,character
てんさいパプリス(甜菜),184423L,1641100399098,1,character
carrie ver. gemini,3232,1641100399178,1,character
キャリー ver.ジェミニ,3232,1641100399182,1,character
celebration satan,3043,1641100399202,1,character
お祝いサタン,3043,1641100399206,1,character
celebratory cracker,3043,1641100399209,1,material
お祝いクラッカー,3043,1641100399217,1,material
commemorative rosette,3043,1641100399221,1,material
celebration satan/materials,3043,1641100399225,1,material
きねんロゼット,3043,1641100399229,1,material
edodss,3106,1641100400792,1,character
claris,3328,1641100399309,1,character
クラリス,3328,1641100399313,1,character
altered draco,3317,1641100399509,1,character
かわったドラコ,3317,1641100399517,1,character
arale norimaki,5306,1641100399525,1,character
則巻アラレ,5306,1641100399529,1,character
hotaru tomoe,5354,1641100402898,1,character
culprit/green,3239,1641100399560,1,character
hoshin,5416,1641242244998,,character
eternal sailor neptune,3399,1641100400942,1,character
super sailor jupiter,3398,1641100399834,1,character
スーパーセーラージュピター,3398,1641100399842,1,character
chirinn/materials,3228,1704200914967,1,material
ユーリ,2089,1681618493194,1,character
yuri,2089,1681618493193,1,character
dazzling satan,3243,1682864802008,1,character
まぶしいサタン,3243,1682864802014,1,character
chill lemres,4244,1684575546585,1,character
すずしげなレムレス,4244,1684575546588,1,character
癒しの天使ロコ,3332,1703816220360,1,character
celebration paprisu/green,3081,1686271227264,1,character
clarisu/green,3330,1686271227487,1,character
cosmorisu/green,3363,1686271227542,1,character
セオ,3180,1703110493160,1,character
empusa,3019,1710183974073,1,character
ent,3030,1686574872189,1,character
green devil's record,3031,1710431872167,1,material
green pirate ring,3059,1702344156408,1,material
green devil's score,3031,1710431872212,1,material
きになるハット(黄),3352,1710603500059,1,material
green score,3031,1710431872115,1,material
angelic healer roco,3332,1703816220359,1,character
bells of happiness,3228,1704200914952,1,material
calico nyandragon,3121,1686574872757,1,character
みけにゃんどら,3121,1686574872759,1,character
エミー,3223,1688005398149,1,character
ヴァハト,4067,1710197782386,1,character
ken & lioar,3228,1704200914965,1,material
しあわせの鈴,3228,1704200914957,1,material
緑の悪魔のスコア,3031,1710431872270,1,material
チリン,3228,1704200914968,1,character
ケン&ライア,3228,1704200914968,1,material
きになる木,3352,1710603500040,1,character
chirinn,3228,1704200914966,1,character
ブッシュドバーテブラ,3352,1710603500058,1,character
緑の海賊の指輪,3059,1702344156414,1,material
edeliss,3133,1703107490218,1,character
アリィ,3047,1707070769165,1,character
bittersweet severio,4313,1704682901746,1,character
true-heart cacao (green),4313,1704682901772,1,material
まごころカカオ(緑),4313,1704682901774,1,material
dalida,3086,1704892426067,1,character
アミティ ver.木之本桜,3372,1705668368114,1,character
コスタ ver.hw,3088,1707437510102,1,character
intreesting hat (yellow),3352,1710603500055,1,material
だちょうちょ,3007,1710179170560,1,character
wacht,4067,1710197782385,1,character
エターナルセーラーネプチューン,3399,1641100399854,1,character
エドッス,3106,1641100400797,1,character
土萠ほたる,5354,1641100402901,1,character
eternal sailor jupiter,3398,1641100400931,1,character
ラッピン,5157,1641100427762,1,character
small energy ball,3078,1641100399870,1,material
ちいさいエネルギーボール,3078,1641100399878,1,material
gander/green,3325,1641100399910,1,character
sturdy gear,3310,1641100399930,1,material
gatchan/materials,3310,1641100399934,1,material
じょうぶなはぐるま,3310,1641100399938,1,material
gedo-kun/green,3326,1641100399946,1,character
genius paprisu/green,184411L,1641100401201,1,character
dragondance penglai,3314,1641100400743,1,character
龍人の演舞ホウライ,3314,1641100400746,1,character
egg pawn (green),3224,1641100400801,1,character
egg pawn/green,3224,1641100400805,1,character
